KVALUES
Results of phase equilibrium constant Ki at temperature = 620

P(psia)  K[1]	K[2]	K[3]	K[4]	K[5]	K[6]	
    2101    2.075956   0.4851348  0.09160102   0.0128346  0.001484247  0.0001666935  
    2102    2.075257   0.4851617  0.09165164  0.01284981  0.00148701  0.0001671227  
    2103    2.074558   0.4851887   0.0917023  0.01286504  0.001489777  0.0001675528  
    2104     2.07386   0.4852157  0.09175299  0.01288029  0.001492549  0.0001679841  
    2105    2.073163   0.4852428  0.09180371  0.01289555  0.001495326  0.0001684163  
    2106    2.072466     0.48527  0.09185446  0.01291083  0.001498108  0.0001688496  
    2107     2.07177   0.4852972  0.09190525  0.01292613  0.001500894  0.0001692839  
    2108    2.071074   0.4853245  0.09195607  0.01294144  0.001503685  0.0001697193  
    2109     2.07038   0.4853519  0.09200693  0.01295677  0.001506481  0.0001701557  
    2110    2.069685   0.4853794  0.09205781  0.01297212  0.001509282  0.0001705932  
    2111    2.068992   0.4854069  0.09210874  0.01298749  0.001512088  0.0001710317  
    2112    2.068299   0.4854345  0.09215969  0.01300287  0.001514898  0.0001714713  
    2113    2.067607   0.4854622  0.09221068  0.01301827  0.001517714  0.0001719119  
    2114    2.066915     0.48549   0.0922617  0.01303369  0.001520534  0.0001723536  
    2115    2.066224   0.4855178  0.09231275  0.01304913  0.001523359  0.0001727964  
    2116    2.065534   0.4855457  0.09236384  0.01306458  0.001526188  0.0001732402  
    2117    2.064845   0.4855737  0.09241496  0.01308005  0.001529023  0.000173685  
    2118    2.064156   0.4856017  0.09246612  0.01309553  0.001531862  0.000174131  
    2119    2.063467   0.4856298  0.09251731  0.01311104  0.001534707  0.000174578  
    2120     2.06278    0.485658  0.09256853  0.01312656  0.001537556  0.0001750261  
    2121    2.062092   0.4856863  0.09261978   0.0131421  0.00154041  0.0001754752  
    2122    2.061406   0.4857146  0.09267107  0.01315765  0.001543269  0.0001759254  
    2123     2.06072    0.485743  0.09272239  0.01317323  0.001546133  0.0001763767  
    2124    2.060035   0.4857715  0.09277375  0.01318882  0.001549002  0.0001768291  
    2125    2.059351   0.4858001  0.09282514  0.01320442  0.001551876  0.0001772826  
    2126    2.058667   0.4858287  0.09287656  0.01322005  0.001554754  0.0001777372  
    2127    2.057984   0.4858574  0.09292802  0.01323569  0.001557638  0.0001781928  
    2128    2.057301   0.4858862   0.0929795  0.01325135  0.001560526  0.0001786495  
    2129    2.056619    0.485915  0.09303103  0.01326703  0.00156342  0.0001791074  
    2130    2.055938   0.4859439  0.09308258  0.01328272  0.001566318  0.0001795663  
    2131    2.055257   0.4859729  0.09313417  0.01329844  0.001569222  0.0001800263  
    2132    2.054577   0.4860019   0.0931858  0.01331417  0.00157213  0.0001804874  
    2133    2.053898   0.4860311  0.09323745  0.01332991  0.001575043  0.0001809497  
    2134    2.053219   0.4860603  0.09328914  0.01334568  0.001577962  0.000181413  
    2135    2.052541   0.4860895  0.09334087  0.01336146  0.001580885  0.0001818774  
    2136    2.051863   0.4861189  0.09339262  0.01337726  0.001583813  0.000182343  
    2137    2.051186   0.4861483  0.09344441  0.01339308  0.001586746  0.0001828096  
    2138     2.05051   0.4861778  0.09349624  0.01340891  0.001589685  0.0001832774  
    2139    2.049834   0.4862073  0.09354809  0.01342477  0.001592628  0.0001837463  
    2140    2.049159   0.4862369  0.09359999  0.01344064  0.001595576  0.0001842163  
    2141    2.048485   0.4862666  0.09365191  0.01345653  0.00159853  0.0001846874  
    2142    2.047811   0.4862964  0.09370387  0.01347243  0.001601488  0.0001851597  
    2143    2.047138   0.4863262  0.09375586  0.01348835  0.001604451  0.000185633  
    2144    2.046466   0.4863561  0.09380789   0.0135043  0.00160742  0.0001861076  
    2145    2.045794   0.4863861  0.09385994  0.01352025  0.001610393  0.0001865832  
    2146    2.045122   0.4864161  0.09391204  0.01353623  0.001613372  0.00018706  
    2147    2.044452   0.4864463  0.09396416  0.01355222  0.001616356  0.0001875379  
    2148    2.043782   0.4864764  0.09401632  0.01356824  0.001619345  0.0001880169  
    2149    2.043112   0.4865067  0.09406851  0.01358427  0.001622338  0.0001884971  
    2150    2.042443    0.486537  0.09412074  0.01360031  0.001625337  0.0001889785  
    2151    2.041775   0.4865674    0.094173  0.01361638  0.001628342  0.0001894609  
    2152    2.041107   0.4865979   0.0942253  0.01363246  0.001631351  0.0001899446  
    2153    2.040441   0.4866284  0.09427762  0.01364856  0.001634365  0.0001904293  
    2154    2.039774    0.486659  0.09432998  0.01366468  0.001637385  0.0001909153  
    2155    2.039108   0.4866897  0.09438238  0.01368082  0.001640409  0.0001914024  
    2156    2.038443   0.4867204  0.09443481  0.01369697  0.001643439  0.0001918906  
    2157    2.037779   0.4867512  0.09448727  0.01371314  0.001646474  0.00019238  
    2158    2.037115   0.4867821  0.09453977  0.01372933  0.001649514  0.0001928706  
    2159    2.036451   0.4868131   0.0945923  0.01374554  0.001652559  0.0001933624  
    2160    2.035789   0.4868441  0.09464486  0.01376177  0.00165561  0.0001938553  
    2161    2.035127   0.4868752  0.09469746  0.01377801  0.001658665  0.0001943493  
    2162    2.034465   0.4869063  0.09475009  0.01379427  0.001661726  0.0001948446  
    2163    2.033804   0.4869376  0.09480275  0.01381055  0.001664792  0.000195341  
    2164    2.033144   0.4869688  0.09485545  0.01382685  0.001667863  0.0001958386  
    2165    2.032484   0.4870002  0.09490818  0.01384316  0.00167094  0.0001963374  
    2166    2.031825   0.4870316  0.09496094   0.0138595  0.001674021  0.0001968374  
    2167    2.031167   0.4870631  0.09501374  0.01387585  0.001677108  0.0001973386  
    2168    2.030509   0.4870947  0.09506658  0.01389222   0.0016802  0.0001978409  
    2169    2.029851   0.4871263  0.09511944  0.01390861  0.001683298  0.0001983445  
    2170    2.029195    0.487158  0.09517234  0.01392501   0.0016864  0.0001988492  
    2171    2.028539   0.4871898  0.09522528  0.01394144  0.001689508  0.0001993552  
    2172    2.027883   0.4872217  0.09527824  0.01395788  0.001692621  0.0001998623  
    2173    2.027228   0.4872536  0.09533125  0.01397434  0.00169574  0.0002003706  
    2174    2.026574   0.4872855  0.09538428  0.01399082  0.001698864  0.0002008802  
    2175     2.02592   0.4873176  0.09543735  0.01400731  0.001701993  0.0002013909  
    2176    2.025267   0.4873497  0.09549045  0.01402383  0.001705127  0.0002019029  
    2177    2.024615   0.4873819  0.09554359  0.01404036  0.001708267  0.0002024161  
    2178    2.023963   0.4874141  0.09559676  0.01405691  0.001711412  0.0002029305  
    2179    2.023311   0.4874464  0.09564996  0.01407348  0.001714562  0.0002034461  
    2180    2.022661   0.4874788   0.0957032  0.01409007  0.001717718  0.0002039629  
    2181     2.02201   0.4875113  0.09575647  0.01410668  0.001720878  0.0002044809  
    2182    2.021361   0.4875438  0.09580978   0.0141233  0.001724045  0.0002050002  
    2183    2.020712   0.4875764  0.09586312  0.01413994  0.001727217  0.0002055207  
    2184    2.020063    0.487609  0.09591649   0.0141566  0.001730394  0.0002060425  
    2185    2.019416   0.4876417   0.0959699  0.01417328  0.001733576  0.0002065654  
    2186    2.018768   0.4876745  0.09602334  0.01418998  0.001736764  0.0002070897  
    2187    2.018122   0.4877074  0.09607681   0.0142067  0.001739957  0.0002076151  
    2188    2.017476   0.4877403  0.09613032  0.01422343  0.001743156  0.0002081418  
    2189     2.01683   0.4877733  0.09618386  0.01424018  0.00174636  0.0002086697  
    2190    2.016185   0.4878063  0.09623744  0.01425695  0.001749569  0.0002091989  
    2191    2.015541   0.4878394  0.09629105  0.01427374  0.001752784  0.0002097293  
    2192    2.014897   0.4878726   0.0963447  0.01429055  0.001756004  0.000210261  
    2193    2.014254   0.4879059  0.09639837  0.01430738  0.00175923  0.000210794  
    2194    2.013612   0.4879392  0.09645209  0.01432422  0.001762461  0.0002113282  
    2195     2.01297   0.4879726  0.09650583  0.01434109  0.001765698  0.0002118636  
    2196    2.012328    0.488006  0.09655961  0.01435797  0.00176894  0.0002124003  
    2197    2.011687   0.4880396  0.09661342  0.01437487  0.001772187  0.0002129383  
    2198    2.011047   0.4880731  0.09666727  0.01439179  0.00177544  0.0002134776  
    2199    2.010407   0.4881068  0.09672115  0.01440873  0.001778699  0.0002140181  
    2200    2.009768   0.4881405  0.09677507  0.01442568  0.001781963  0.0002145599  
    2201     2.00913   0.4881743  0.09682902  0.01444266  0.001785232  0.000215103  
    2202    2.008492   0.4882081    0.096883  0.01445965  0.001788507  0.0002156473  
    2203    2.007854    0.488242  0.09693702  0.01447666  0.001791788  0.000216193  
    2204    2.007217    0.488276  0.09699107  0.01449369  0.001795074  0.0002167399  
    2205    2.006581   0.4883101  0.09704516  0.01451074  0.001798366  0.0002172881  
    2206    2.005946   0.4883442  0.09709928  0.01452781  0.001801663  0.0002178376  
    2207     2.00531   0.4883783  0.09715343   0.0145449  0.001804966  0.0002183884  
    2208    2.004676   0.4884126  0.09720762    0.014562  0.001808274  0.0002189405  
    2209    2.004042   0.4884469  0.09726184  0.01457913  0.001811588  0.0002194939  
    2210    2.003408   0.4884813  0.09731609  0.01459627  0.001814907  0.0002200486  
    2211    2.002776   0.4885157  0.09737038  0.01461343  0.001818232  0.0002206046  
    2212    2.002143   0.4885502  0.09742471  0.01463061  0.001821563  0.0002211619  
    2213    2.001512   0.4885848  0.09747906  0.01464781  0.001824899  0.0002217205  
    2214     2.00088   0.4886194  0.09753346  0.01466503  0.001828241  0.0002222805  
    2215     2.00025   0.4886541  0.09758788  0.01468227  0.001831588  0.0002228417  
    2216     1.99962   0.4886888  0.09764234  0.01469952  0.001834941  0.0002234043  
    2217     1.99899   0.4887237  0.09769683   0.0147168   0.0018383  0.0002239682  
    2218    1.998361   0.4887586  0.09775136  0.01473409  0.001841665  0.0002245334  
    2219    1.997733   0.4887935  0.09780592   0.0147514  0.001845035  0.0002250999  
    2220    1.997105   0.4888285  0.09786052  0.01476873  0.00184841  0.0002256678  
    2221    1.996478   0.4888636  0.09791515  0.01478608  0.001851792  0.000226237  
    2222    1.995851   0.4888988  0.09796982  0.01480345  0.001855179  0.0002268076  
    2223    1.995225    0.488934  0.09802451  0.01482084  0.001858571  0.0002273794  
    2224      1.9946   0.4889692  0.09807925  0.01483825  0.00186197  0.0002279527  
    2225    1.993975   0.4890046  0.09813401  0.01485567  0.001865374  0.0002285272  
    2226    1.993348   0.4890397  0.09818879  0.01487311  0.001868783  0.0002291029  
    2227    1.992724   0.4890752  0.09824362  0.01489058  0.001872198  0.0002296802  
    2228    1.992101   0.4891107  0.09829849  0.01490806  0.00187562  0.0002302588  
    2229    1.991478   0.4891463   0.0983534  0.01492556  0.001879047  0.0002308388  
    2230    1.990856    0.489182  0.09840833  0.01494309  0.001882479  0.0002314201  
    2231    1.990234   0.4892177  0.09846331  0.01496063  0.001885918  0.0002320028  
    2232    1.989613   0.4892535  0.09851831  0.01497819  0.001889362  0.0002325869  
    2233    1.988992   0.4892894  0.09857335  0.01499576  0.001892812  0.0002331723  
    2234    1.988372   0.4893253  0.09862843  0.01501336  0.001896268  0.0002337591  
    2235    1.987753   0.4893613  0.09868354  0.01503098  0.00189973  0.0002343473  
    2236    1.987134   0.4893973  0.09873868  0.01504862  0.001903197  0.0002349368  
    2237    1.986515   0.4894334  0.09879386  0.01506627  0.00190667  0.0002355277  
    2238    1.985898   0.4894696  0.09884907  0.01508395  0.001910149  0.0002361201  
    2239     1.98528   0.4895058  0.09890431  0.01510164  0.001913634  0.0002367137  
    2240    1.984664   0.4895421  0.09895959  0.01511935  0.001917125  0.0002373088  
    2241    1.984047   0.4895785  0.09901491  0.01513709  0.001920622  0.0002379053  
    2242    1.983432   0.4896149  0.09907026  0.01515484  0.001924124  0.0002385032  
    2243    1.982816   0.4896514  0.09912564  0.01517261  0.001927632  0.0002391024  
    2244    1.982202   0.4896879  0.09918106   0.0151904  0.001931146  0.0002397031  
    2245    1.981588   0.4897245  0.09923651  0.01520821  0.001934666  0.0002403052  
    2246    1.980974   0.4897612  0.09929199  0.01522604  0.001938192  0.0002409086  
    2247    1.980361   0.4897979  0.09934751  0.01524389  0.001941724  0.0002415135  
    2248    1.979749   0.4898347  0.09940307  0.01526176  0.001945262  0.0002421198  
    2249    1.979137   0.4898716  0.09945866  0.01527964  0.001948805  0.0002427275  
    2250    1.978525   0.4899085  0.09951428  0.01529755  0.001952355  0.0002433367  
    2251    1.977915   0.4899455  0.09956994  0.01531548  0.00195591  0.0002439472  
    2252    1.977304   0.4899825  0.09962563  0.01533342  0.001959472  0.0002445592  
    2253    1.976695   0.4900196  0.09968135  0.01535139  0.001963039  0.0002451726  
    2254    1.976085   0.4900568  0.09973711  0.01536937  0.001966612  0.0002457874  
    2255    1.975477   0.4900941  0.09979291  0.01538738  0.001970191  0.0002464037  
    2256    1.974868   0.4901313  0.09984874   0.0154054  0.001973776  0.0002470214  
    2257    1.974261   0.4901687   0.0999046  0.01542344  0.001977368  0.0002476405  
    2258    1.973654   0.4902061   0.0999605  0.01544151  0.001980965  0.0002482611  
    2259    1.973047   0.4902436   0.1000164  0.01545959  0.001984568  0.0002488831  
    2260    1.972441   0.4902811   0.1000724  0.01547769  0.001988177  0.0002495066  
    2261    1.971835   0.4903188   0.1001284  0.01549581  0.001991792  0.0002501315  
    2262     1.97123   0.4903564   0.1001844  0.01551395  0.001995414  0.0002507579  
    2263    1.970626   0.4903941   0.1002405  0.01553212  0.001999041  0.0002513857  
    2264    1.970022   0.4904319   0.1002966   0.0155503  0.002002674  0.000252015  
    2265    1.969419   0.4904698   0.1003527   0.0155685  0.002006313  0.0002526458  
    2266    1.968816   0.4905077   0.1004089  0.01558672  0.002009959  0.000253278  
    2267    1.968213   0.4905457   0.1004651  0.01560496  0.00201361  0.0002539117  
    2268    1.967611   0.4905837   0.1005214  0.01562322  0.002017268  0.0002545469  
    2269     1.96701   0.4906218   0.1005777   0.0156415  0.002020931  0.0002551836  
    2270    1.966409   0.4906599    0.100634  0.01565979  0.002024601  0.0002558217  
    2271    1.965809   0.4906982   0.1006903  0.01567811  0.002028277  0.0002564613  
    2272    1.965209   0.4907364   0.1007467  0.01569645  0.002031959  0.0002571024  
    2273     1.96461   0.4907748   0.1008031  0.01571481  0.002035647  0.000257745  
    2274    1.964011   0.4908132   0.1008596  0.01573319  0.002039341  0.0002583891  
    2275    1.963413   0.4908516    0.100916  0.01575159  0.002043041  0.0002590346  
    2276    1.962815   0.4908902   0.1009726  0.01577001  0.002046748  0.0002596817  
    2277    1.962218   0.4909287   0.1010291  0.01578844  0.00205046  0.0002603303  
    2278    1.961621   0.4909674   0.1010857   0.0158069  0.002054179  0.0002609804  
    2279    1.961025   0.4910061   0.1011423  0.01582538  0.002057904  0.000261632  
    2280     1.96043   0.4910449    0.101199  0.01584388  0.002061635  0.0002622851  
    2281    1.959835   0.4910837   0.1012557   0.0158624  0.002065373  0.0002629397  
