Results for well: RES1_PROD.out in the reservoir: RES1_PROD.out

time	BHP	Temp	q(Gas)	q(Oil)
days	psi	F	Mscf/d	stb/d
59.527    	400       	122       	0         	7.8909    	
59.5987   	400       	122       	0         	7.82132   	
59.6754   	400       	122       	0         	7.68832   	
59.7671   	400       	122       	0         	7.51823   	
59.8821   	400       	122       	0         	7.82296   	
59.9771   	400       	122       	0         	8.03277   	
60        	400       	122       	0         	8.03438   	
60.0407   	400       	122       	0         	7.98128   	
60.1001   	400       	122       	0         	7.86749   	
60.1789   	400       	122       	0         	7.70517   	
60.281    	400       	122       	0         	7.70115   	
60.4222   	400       	122       	0         	8.15893   	
60.4969   	400       	122       	0         	8.08284   	
60.5727   	400       	122       	0         	7.93358   	
60.662    	400       	122       	0         	7.74524   	
60.7736   	400       	122       	0         	8.17076   	
60.8568   	400       	122       	0         	8.34561   	
60.9234   	400       	122       	0         	8.25394   	
60.9956   	400       	122       	0         	8.09362   	
61.0823   	400       	122       	0         	7.89303   	
61.1912   	400       	122       	0         	8.25812   	
61.2811   	400       	122       	0         	8.50696   	
61.3475   	400       	122       	0         	8.41247   	
61.4182   	400       	122       	0         	8.24316   	
61.5027   	400       	122       	0         	8.03185   	
61.6087   	400       	122       	0         	8.40292   	
61.6987   	400       	122       	0         	8.68325   	
61.7638   	400       	122       	0         	8.58149   	
61.833    	400       	122       	0         	8.40074   	
61.9155   	400       	122       	0         	8.17657   	
62.019    	400       	122       	0         	8.55983   	
62.1085   	400       	122       	0         	8.87087   	
62.1723   	400       	122       	0         	8.75991   	
62.24     	400       	122       	0         	8.56582   	
62.3205   	400       	122       	0         	8.32694   	
62.4216   	400       	122       	0         	8.73096   	
62.51     	400       	122       	0         	9.07162   	
62.5724   	400       	122       	0         	8.94951   	
62.6385   	400       	122       	0         	8.73999   	
62.7171   	400       	122       	0         	8.48438   	
62.8158   	400       	122       	0         	8.91388   	
62.9029   	400       	122       	0         	9.2871    	
62.9639   	400       	122       	0         	9.15166   	
63.0283   	400       	122       	0         	8.92424   	
63.1051   	400       	122       	0         	8.64955   	
63.2014   	400       	122       	0         	9.1095    	
63.287    	400       	122       	0         	9.51953   	
63.3466   	400       	122       	0         	9.36801   	
63.4094   	400       	122       	0         	9.11967   	
63.4842   	400       	122       	0         	8.82308   	
63.5781   	400       	122       	0         	9.31936   	
63.6622   	400       	122       	0         	9.77173   	
63.7202   	400       	122       	0         	9.60044   	
63.7814   	400       	122       	0         	9.32743   	
63.8542   	400       	122       	0         	9.00547   	
63.9457   	400       	122       	0         	9.54571   	
64.0282   	400       	122       	0         	10.0473   	
64.0846   	400       	122       	0         	9.85153   	
64.1441   	400       	122       	0         	9.54885   	
64.2149   	400       	122       	0         	9.19721   	
64.304    	400       	122       	0         	9.79156   	
64.3847   	400       	122       	0         	10.351    	
64.4395   	400       	122       	0         	10.1241   	
64.4972   	400       	122       	0         	9.78527   	
64.566    	400       	122       	0         	9.39853   	
64.6528   	400       	122       	0         	10.0612   	
64.7315   	400       	122       	0         	10.6892   	
64.7846   	400       	122       	0         	10.422    	
64.8405   	400       	122       	0         	10.0381   	
64.9073   	400       	122       	0         	9.60931   	
64.9916   	400       	122       	0         	10.3601   	
65.0682   	400       	122       	0         	11.0708   	
65.1195   	400       	122       	0         	10.7488   	
65.1735   	400       	122       	0         	10.308    	
65.2383   	400       	122       	0         	9.82835   	
65.3203   	400       	122       	0         	10.6972   	
65.3945   	400       	122       	0         	11.5085   	
65.4438   	400       	122       	0         	11.1097   	
65.496    	400       	122       	0         	10.5949   	
65.5586   	400       	122       	0         	10.0529   	
65.6384   	400       	122       	0         	11.087    	
65.7099   	400       	122       	0.00106716	12.0216   	
65.7571   	400       	122       	0.0105042 	11.5064   	
65.8073   	400       	122       	0.0216226 	10.8906   	
65.8679   	400       	122       	0.0364454 	10.268    	
65.9455   	400       	122       	0.108932  	11.5296   	
66.0138   	400       	122       	0.24804   	12.5824   	
66.0588   	400       	122       	0.325701  	11.869    	
66.1069   	400       	122       	0.401992  	11.1019   	
66.1657   	400       	122       	0.489261  	10.3678   	
66.2413   	400       	122       	1.52159   	11.7895   	
66.3057   	400       	122       	3.01315   	12.6916   	
66.348    	400       	122       	3.37976   	11.5874   	
66.3942   	400       	122       	3.5671    	10.6066   	
66.4513   	400       	122       	3.68704   	9.7572    	
66.5255   	400       	122       	3.77006   	9.01547   	
66.6242   	400       	122       	3.82927   	8.36453   	
66.7576   	400       	122       	3.87217   	7.79148   	
66.9405   	400       	122       	3.90405   	7.28591   	
67.1937   	400       	122       	3.92953   	6.83963   	
67.5476   	400       	122       	3.95355   	6.4468    	
68.0451   	400       	122       	3.98226   	6.10457   	
68.7458   	400       	122       	4.02359   	5.81168   	
69.7278   	400       	122       	4.08701   	5.56824   	
70        	400       	122       	4.10466   	5.51163   	
70.6018   	400       	122       	4.14616   	5.41609   	
71.6105   	400       	122       	4.21876   	5.30528   	
72.9146   	400       	122       	4.31418   	5.20675   	
74.3658   	400       	122       	4.42034   	5.12828   	
75.8837   	400       	122       	4.53037   	5.06618   	
77.4375   	400       	122       	4.64155   	5.01464   	
79.0179   	400       	122       	4.75325   	4.97156   	
80        	400       	122       	4.82213   	4.94771   	
81.3337   	400       	122       	4.91471   	4.91829   	
82.856    	400       	122       	5.01931   	4.88788   	
84.4643   	400       	122       	5.12873   	4.85844   	
86.1156   	400       	122       	5.24006   	4.83036   	
87.7951   	400       	122       	5.35237   	4.80352   	
89.4985   	400       	122       	5.46545   	4.77771   	
90        	400       	122       	5.4988    	4.7706    	
90.9555   	400       	122       	5.56172   	4.75656   	
92.3296   	400       	122       	5.65196   	4.73716   	
93.9501   	400       	122       	5.75784   	4.71507   	
95.6884   	400       	122       	5.87086   	4.69212   	
97.4826   	400       	122       	5.98697   	4.66911   	
99.31     	400       	122       	6.10471   	4.64625   	
100       	400       	122       	6.14914   	4.63782   	
