Results for well: RES1_INJ.out in the reservoir: RES1_INJ.out

time	BHP	Temp	q(Gas)	q(Oil)
days	psi	F	Mscf/d	stb/d
58.5068   	600       	122       	-3.42448  	0         	
58.6039   	600       	122       	-3.43103  	0         	
58.6779   	600       	122       	-3.436    	0         	
58.7576   	600       	122       	-3.44116  	0         	
58.853    	600       	122       	-3.44721  	0         	
58.9727   	600       	122       	-3.45522  	0         	
59.0693   	600       	122       	-3.46191  	0         	
59.1421   	600       	122       	-3.46697  	0         	
59.2203   	600       	122       	-3.47225  	0         	
59.3138   	600       	122       	-3.47846  	0         	
59.4312   	600       	122       	-3.48657  	0         	
59.527    	600       	122       	-3.49341  	0         	
59.5987   	600       	122       	-3.49855  	0         	
59.6754   	600       	122       	-3.50395  	0         	
59.7671   	600       	122       	-3.5103   	0         	
59.8821   	600       	122       	-3.51853  	0         	
59.9771   	600       	122       	-3.52554  	0         	
60        	600       	122       	-3.52723  	0         	
60.0407   	600       	122       	-3.53027  	0         	
60.1001   	600       	122       	-3.53467  	0         	
60.1789   	600       	122       	-3.54034  	0         	
60.281    	600       	122       	-3.54769  	0         	
60.4222   	600       	122       	-3.55827  	0         	
60.4969   	600       	122       	-3.56396  	0         	
60.5727   	600       	122       	-3.56975  	0         	
60.662    	600       	122       	-3.57661  	0         	
60.7736   	600       	122       	-3.58546  	0         	
60.8568   	600       	122       	-3.5922   	0         	
60.9234   	600       	122       	-3.59762  	0         	
60.9956   	600       	122       	-3.60345  	0         	
61.0823   	600       	122       	-3.61033  	0         	
61.1912   	600       	122       	-3.61905  	0         	
61.2811   	600       	122       	-3.62638  	0         	
61.3475   	600       	122       	-3.63182  	0         	
61.4182   	600       	122       	-3.63762  	0         	
61.5027   	600       	122       	-3.64451  	0         	
61.6087   	600       	122       	-3.65328  	0         	
61.6987   	600       	122       	-3.66088  	0         	
61.7638   	600       	122       	-3.66643  	0         	
61.833    	600       	122       	-3.67236  	0         	
61.9155   	600       	122       	-3.67942  	0         	
62.019    	600       	122       	-3.68838  	0         	
62.1085   	600       	122       	-3.69627  	0         	
62.1723   	600       	122       	-3.70196  	0         	
62.24     	600       	122       	-3.70802  	0         	
62.3205   	600       	122       	-3.71524  	0         	
62.4216   	600       	122       	-3.7244   	0         	
62.51     	600       	122       	-3.73254  	0         	
62.5724   	600       	122       	-3.73835  	0         	
62.6385   	600       	122       	-3.74453  	0         	
62.7171   	600       	122       	-3.75192  	0         	
62.8158   	600       	122       	-3.76127  	0         	
62.9029   	600       	122       	-3.76964  	0         	
62.9639   	600       	122       	-3.77557  	0         	
63.0283   	600       	122       	-3.78187  	0         	
63.1051   	600       	122       	-3.78941  	0         	
63.2014   	600       	122       	-3.79897  	0         	
63.287    	600       	122       	-3.80757  	0         	
63.3466   	600       	122       	-3.81362  	0         	
63.4094   	600       	122       	-3.82004  	0         	
63.4842   	600       	122       	-3.82774  	0         	
63.5781   	600       	122       	-3.83749  	0         	
63.6622   	600       	122       	-3.84634  	0         	
63.7202   	600       	122       	-3.8525   	0         	
63.7814   	600       	122       	-3.85905  	0         	
63.8542   	600       	122       	-3.86691  	0         	
63.9457   	600       	122       	-3.87688  	0         	
64.0282   	600       	122       	-3.88597  	0         	
64.0846   	600       	122       	-3.89226  	0         	
64.1441   	600       	122       	-3.89893  	0         	
64.2149   	600       	122       	-3.90695  	0         	
64.304    	600       	122       	-3.91715  	0         	
64.3847   	600       	122       	-3.92649  	0         	
64.4395   	600       	122       	-3.93289  	0         	
64.4972   	600       	122       	-3.93969  	0         	
64.566    	600       	122       	-3.94788  	0         	
64.6528   	600       	122       	-3.95832  	0         	
64.7315   	600       	122       	-3.96791  	0         	
64.7846   	600       	122       	-3.97444  	0         	
64.8405   	600       	122       	-3.98137  	0         	
64.9073   	600       	122       	-3.98974  	0         	
64.9916   	600       	122       	-4.00044  	0         	
65.0682   	600       	122       	-4.01027  	0         	
65.1195   	600       	122       	-4.01691  	0         	
65.1735   	600       	122       	-4.02398  	0         	
65.2383   	600       	122       	-4.03253  	0         	
65.3203   	600       	122       	-4.04351  	0         	
65.3945   	600       	122       	-4.05358  	0         	
65.4438   	600       	122       	-4.06033  	0         	
65.496    	600       	122       	-4.06753  	0         	
65.5586   	600       	122       	-4.07629  	0         	
65.6384   	600       	122       	-4.08758  	0         	
65.7099   	600       	122       	-4.09785  	0         	
65.7571   	600       	122       	-4.1047   	0         	
65.8073   	600       	122       	-4.11203  	0         	
65.8679   	600       	122       	-4.12102  	0         	
65.9455   	600       	122       	-4.13267  	0         	
66.0138   	600       	122       	-4.14308  	0         	
66.0588   	600       	122       	-4.15     	0         	
66.1069   	600       	122       	-4.15748  	0         	
66.1657   	600       	122       	-4.16672  	0         	
66.2413   	600       	122       	-4.17881  	0         	
66.3057   	600       	122       	-4.18926  	0         	
66.348    	600       	122       	-4.19619  	0         	
66.3942   	600       	122       	-4.20383  	0         	
66.4513   	600       	122       	-4.21341  	0         	
66.5255   	600       	122       	-4.22607  	0         	
66.6242   	600       	122       	-4.24333  	0         	
66.7576   	600       	122       	-4.2675   	0         	
66.9405   	600       	122       	-4.30203  	0         	
67.1937   	600       	122       	-4.3515   	0         	
67.5476   	600       	122       	-4.42038  	0         	
68.0451   	600       	122       	-4.51059  	0         	
68.7458   	600       	122       	-4.62015  	0         	
69.7278   	600       	122       	-4.74479  	0         	
70        	600       	122       	-4.77734  	0         	
70.6018   	600       	122       	-4.84136  	0         	
71.6105   	600       	122       	-4.93417  	0         	
72.9146   	600       	122       	-5.04019  	0         	
74.3658   	600       	122       	-5.14852  	0         	
75.8837   	600       	122       	-5.25584  	0         	
77.4375   	600       	122       	-5.36199  	0         	
79.0179   	600       	122       	-5.46753  	0         	
80        	600       	122       	-5.5324   	0         	
81.3337   	600       	122       	-5.61951  	0         	
82.856    	600       	122       	-5.71797  	0         	
84.4643   	600       	122       	-5.82114  	0         	
86.1156   	600       	122       	-5.92632  	0         	
87.7951   	600       	122       	-6.03263  	0         	
89.4985   	600       	122       	-6.13985  	0         	
90        	600       	122       	-6.17136  	0         	
90.9555   	600       	122       	-6.23122  	0         	
92.3296   	600       	122       	-6.317    	0         	
93.9501   	600       	122       	-6.41775  	0         	
95.6884   	600       	122       	-6.52537  	0         	
97.4826   	600       	122       	-6.63601  	0         	
99.31     	600       	122       	-6.74826  	0         	
100       	600       	122       	-6.79059  	0         	
