KVALUES
Results of phase equilibrium constant Ki at temperature = 530

P(psia)  K[1]	K[2]	K[3]	K[4]	K[5]	K[6]	K[7]	K[8]	K[9]	
     658    1.784489    9.864777    4.806525   0.9035799   0.3264058  0.06965612  0.03395324  0.0005653062  4.576978e-007  
     659    1.782446    9.847993    4.799438   0.9027822   0.3262448  0.06965931    0.033965  0.0005664817  4.600212e-007  
     660    1.780409     9.83126    4.792373   0.9019874   0.3260847  0.06966267  0.03397685  0.000567661  4.623577e-007  
     661    1.778378    9.814577    4.785329   0.9011955   0.3259255   0.0696662  0.03398879  0.0005688442  4.647071e-007  
     662    1.776354    9.797943    4.778307   0.9004063   0.3257672  0.06966991  0.03400081  0.0005700312  4.670697e-007  
     663    1.774337     9.78136    4.771307     0.89962   0.3256097  0.06967378  0.03401292  0.0005712222  4.694455e-007  
     664    1.772326    9.764826    4.764327   0.8988365   0.3254531  0.06967783  0.03402512  0.0005724171  4.718346e-007  
     665    1.770321    9.748341    4.757369   0.8980558   0.3252973  0.06968204   0.0340374  0.0005736158  4.742371e-007  
     666    1.768322    9.731906    4.750433   0.8972779   0.3251424  0.06968643  0.03404977  0.0005748185  4.76653e-007  
     667     1.76633    9.715519    4.743517   0.8965027   0.3249883  0.06969099  0.03406223  0.0005760251  4.790825e-007  
     668    1.764344    9.699181    4.736622   0.8957303   0.3248351  0.06969571  0.03407477  0.0005772357  4.815255e-007  
     669    1.762364    9.682891    4.729748   0.8949606   0.3246827  0.06970061   0.0340874  0.0005784502  4.839822e-007  
     670     1.76039     9.66665    4.722895   0.8941936   0.3245311  0.06970567  0.03410012  0.0005796687  4.864527e-007  
     671    1.758422    9.650456    4.716063   0.8934294   0.3243804  0.06971091  0.03411292  0.0005808912  4.88937e-007  
     672    1.756461     9.63431    4.709251   0.8926678   0.3242305  0.06971631  0.03412581  0.0005821176  4.914352e-007  
     673    1.754505    9.618212     4.70246    0.891909   0.3240815  0.06972187  0.03413878  0.0005833481  4.939474e-007  
     674    1.752556    9.602161    4.695689   0.8911528   0.3239333  0.06972761  0.03415184  0.0005845825  4.964737e-007  
     675    1.750613    9.586157    4.688938   0.8903993   0.3237859  0.06973351  0.03416499  0.000585821  4.990142e-007  
     676    1.748676      9.5702    4.682208   0.8896485   0.3236393  0.06973957  0.03417822  0.0005870635  5.015689e-007  
     677    1.746744     9.55429    4.675498   0.8889003   0.3234935   0.0697458  0.03419154  0.00058831  5.041379e-007  
     678    1.744819    9.538426    4.668808   0.8881548   0.3233486   0.0697522  0.03420494  0.0005895606  5.067213e-007  
     679      1.7429    9.522609    4.662137   0.8874119   0.3232044  0.06975876  0.03421843  0.0005908153  5.093193e-007  
     680    1.740986    9.506838    4.655487   0.8866715   0.3230611  0.06976549    0.034232  0.000592074  5.119318e-007  
     681    1.739079    9.491112    4.648857   0.8859338   0.3229186  0.06977238  0.03424565  0.0005933368  5.14559e-007  
     682    1.737177    9.475433    4.642246   0.8851987   0.3227768  0.06977943  0.03425939  0.0005946037  5.172009e-007  
     683    1.735281    9.459798    4.635655   0.8844662   0.3226359  0.06978665  0.03427322  0.0005958747  5.198576e-007  
     684    1.733391     9.44421    4.629083   0.8837362   0.3224958  0.06979403  0.03428713  0.0005971499  5.225293e-007  
     685    1.731507    9.428666    4.622531   0.8830088   0.3223564  0.06980157  0.03430113  0.0005984291  5.25216e-007  
     686    1.729629    9.413167    4.615998    0.882284   0.3222179  0.06980928   0.0343152  0.0005997125  5.279178e-007  
     687    1.727756    9.397713    4.609485   0.8815617   0.3220801  0.06981714  0.03432937  0.0006010001  5.306347e-007  
     688    1.725889    9.382303     4.60299   0.8808419   0.3219431  0.06982517  0.03434361  0.0006022918  5.33367e-007  
     689    1.724027    9.366938    4.596515   0.8801246   0.3218069  0.06983336  0.03435795  0.0006035877  5.361146e-007  
     690    1.722172    9.351617    4.590059   0.8794099   0.3216715  0.06984171  0.03437236  0.0006048878  5.388776e-007  
     691    1.720322     9.33634    4.583621   0.8786976   0.3215369  0.06985022  0.03438686  0.0006061921  5.416562e-007  
     692    1.718477    9.321107    4.577203   0.8779878    0.321403  0.06985889  0.03440144  0.0006075005  5.444504e-007  
     693    1.716638    9.305917    4.570803   0.8772805   0.3212699  0.06986771  0.03441611  0.0006088132  5.472603e-007  
     694    1.714805     9.29077    4.564422   0.8765757   0.3211375   0.0698767  0.03443086  0.0006101302  5.500861e-007  
     695    1.712977    9.275667     4.55806   0.8758733    0.321006  0.06988585  0.03444569  0.0006114514  5.529277e-007  
     696    1.711155    9.260607    4.551716   0.8751733   0.3208751  0.06989516  0.03446061  0.0006127768  5.557854e-007  
     697    1.709339     9.24559    4.545391   0.8744758   0.3207451  0.06990462  0.03447561  0.0006141065  5.586591e-007  
     698    1.707527    9.230615    4.539084   0.8737807   0.3206158  0.06991424  0.03449069  0.0006154405  5.61549e-007  
     699    1.705722    9.215682    4.532795    0.873088   0.3204872  0.06992402  0.03450586  0.0006167788  5.644552e-007  
     700    1.703921    9.200792    4.526524   0.8723978   0.3203594  0.06993396   0.0345211  0.0006181214  5.673778e-007  
     701    1.702126    9.185944    4.520272   0.8717099   0.3202324  0.06994405  0.03453644  0.0006194683  5.703168e-007  
     702    1.700337    9.171138    4.514038   0.8710244   0.3201061   0.0699543  0.03455185  0.0006208195  5.732725e-007  
     703    1.698553    9.156374    4.507821   0.8703413   0.3199805   0.0699647  0.03456735  0.0006221751  5.762447e-007  
     704    1.696774    9.141651    4.501623   0.8696605   0.3198557  0.06997527  0.03458293  0.000623535  5.792338e-007  
     705       1.695     9.12697    4.495442   0.8689821   0.3197316  0.06998598  0.03459859  0.0006248993  5.822397e-007  
     706    1.693232     9.11233    4.489279   0.8683061   0.3196082  0.06999685  0.03461433  0.000626268  5.852625e-007  
     707    1.691469    9.097731    4.483134   0.8676324   0.3194856  0.07000788  0.03463016  0.0006276411  5.883024e-007  
     708    1.689711    9.083173    4.477006    0.866961   0.3193637  0.07001906  0.03464607  0.0006290185  5.913595e-007  
     709    1.687959    9.068655    4.470896   0.8662919   0.3192425   0.0700304  0.03466206  0.0006304004  5.944338e-007  
     710    1.686211    9.054178    4.464803   0.8656251    0.319122  0.07004189  0.03467813  0.0006317867  5.975255e-007  
     711    1.684469    9.039741    4.458728   0.8649607   0.3190023  0.07005353  0.03469428  0.0006331775  6.006346e-007  
     712    1.682732    9.025345     4.45267   0.8642985   0.3188833  0.07006533  0.03471052  0.0006345727  6.037613e-007  
     713    1.681001    9.010988    4.446629   0.8636386    0.318765  0.07007728  0.03472684  0.0006359723  6.069057e-007  
     714    1.679274    8.996672    4.440605   0.8629809   0.3186474  0.07008938  0.03474324  0.0006373765  6.100678e-007  
     715    1.677552    8.982395    4.434599   0.8623256   0.3185305  0.07010163  0.03475972  0.0006387851  6.132479e-007  
     716    1.675835    8.968148    4.428605   0.8616721   0.3184142  0.07011405  0.03477629  0.0006401982  6.164458e-007  
     717    1.674124     8.95395    4.422632   0.8610212   0.3182988  0.07012661  0.03479293  0.0006416159  6.196618e-007  
     718    1.672417    8.939791    4.416677   0.8603726    0.318184  0.07013932  0.03480966  0.0006430381  6.228961e-007  
     719    1.670716    8.925672    4.410738   0.8597262     0.31807  0.07015218  0.03482647  0.0006444648  6.261486e-007  
     720    1.669019    8.911591    4.404815    0.859082   0.3179566  0.07016519  0.03484336  0.000645896  6.294196e-007  
     721    1.667328    8.897548     4.39891     0.85844   0.3178439  0.07017835  0.03486033  0.0006473319  6.32709e-007  
     722    1.665642    8.883544    4.393021   0.8578002    0.317732  0.07019167  0.03487738  0.0006487723  6.360171e-007  
     723     1.66396    8.869579    4.387148   0.8571626   0.3176207  0.07020513  0.03489451  0.0006502173  6.393439e-007  
     724    1.662283    8.855652    4.381292   0.8565271   0.3175101  0.07021874  0.03491172  0.000651667  6.426896e-007  
     725    1.660612    8.841762    4.375452   0.8558939   0.3174002   0.0702325  0.03492902  0.0006531212  6.460542e-007  
     726    1.658945    8.827911    4.369628   0.8552628    0.317291  0.07024642  0.03494639  0.0006545801  6.494378e-007  
     727    1.657283    8.814098    4.363821   0.8546339   0.3171824  0.07026048  0.03496385  0.0006560436  6.528406e-007  
     728    1.655626    8.800322     4.35803   0.8540071   0.3170746  0.07027469  0.03498138  0.0006575118  6.562628e-007  
     729    1.653973    8.786583    4.352255   0.8533824   0.3169674  0.07028904    0.034999  0.0006589847  6.597043e-007  
     730    1.652326    8.772882    4.346496   0.8527599   0.3168609  0.07030355   0.0350167  0.0006604622  6.631653e-007  
     731    1.650683    8.759217    4.340753   0.8521395    0.316755   0.0703182  0.03503448  0.0006619445  6.666459e-007  
     732    1.649045     8.74559    4.335026   0.8515212   0.3166499    0.070333  0.03505234  0.0006634314  6.701463e-007  
     733    1.647411       8.732    4.329315    0.850905   0.3165454  0.07034795  0.03507027  0.0006649231  6.736665e-007  
     734    1.645783    8.718446    4.323619   0.8502909   0.3164415  0.07036305  0.03508829  0.0006664195  6.772068e-007  
     735    1.644159    8.704929    4.317939   0.8496789   0.3163384  0.07037829  0.03510639  0.0006679207  6.807671e-007  
     736     1.64254    8.691448    4.312275    0.849069   0.3162359  0.07039368  0.03512457  0.0006694267  6.843476e-007  
     737    1.640925    8.678003    4.306626   0.8484612    0.316134  0.07040922  0.03514283  0.0006709374  6.879484e-007  
     738    1.639315    8.664595    4.300993   0.8478554   0.3160328   0.0704249  0.03516117  0.000672453  6.915697e-007  
     739     1.63771    8.651222    4.295375   0.8472517   0.3159323  0.07044073   0.0351796  0.0006739733  6.952116e-007  
     740    1.636109    8.637885    4.289773     0.84665   0.3158324   0.0704567   0.0351981  0.0006754985  6.988741e-007  
     741    1.634513    8.624584    4.284186   0.8460503   0.3157332  0.07047282  0.03521668  0.0006770285  7.025575e-007  
     742    1.632922    8.611318    4.278614   0.8454527   0.3156346  0.07048908  0.03523534  0.0006785634  7.062618e-007  
     743    1.631335    8.598088    4.273058   0.8448572   0.3155366  0.07050549  0.03525408  0.0006801031  7.099872e-007  
     744    1.629752    8.584893    4.267516   0.8442636   0.3154393  0.07052204   0.0352729  0.0006816477  7.137337e-007  
     745    1.628174    8.571733     4.26199    0.843672   0.3153427  0.07053874   0.0352918  0.0006831972  7.175016e-007  
     746    1.626601    8.558607    4.256478   0.8430825   0.3152467  0.07055558  0.03531078  0.0006847517  7.212908e-007  
     747    1.625032    8.545517    4.250982   0.8424949   0.3151513  0.07057257  0.03532984  0.000686311  7.251017e-007  
     748    1.623467    8.532461      4.2455   0.8419093   0.3150565   0.0705897  0.03534897  0.0006878753  7.289342e-007  
     749    1.621907     8.51944    4.240034   0.8413257   0.3149624  0.07060697  0.03536819  0.0006894445  7.327885e-007  
     750    1.620352    8.506453    4.234582   0.8407441   0.3148689  0.07062439  0.03538749  0.0006910187  7.366648e-007  
     751      1.6188    8.493501    4.229144   0.8401644   0.3147761  0.07064195  0.03540687  0.0006925979  7.405631e-007  
     752    1.617254    8.480582    4.223722   0.8395867   0.3146839  0.07065965  0.03542633  0.0006941821  7.444837e-007  
     753    1.615711    8.467697    4.218314   0.8390109   0.3145923  0.07067749  0.03544586  0.0006957713  7.484266e-007  
     754    1.614173    8.454847     4.21292   0.8384371   0.3145013  0.07069548  0.03546548  0.0006973656  7.523919e-007  
     755    1.612639     8.44203    4.207541   0.8378652    0.314411  0.07071361  0.03548517  0.0006989648  7.563799e-007  
     756     1.61111    8.429246    4.202176   0.8372953   0.3143212  0.07073188  0.03550495  0.0007005691  7.603906e-007  
     757    1.609585    8.416496    4.196826   0.8367272   0.3142321  0.07075029   0.0355248  0.0007021785  7.644241e-007  
     758    1.608064    8.403779     4.19149   0.8361611   0.3141436  0.07076885  0.03554473  0.000703793  7.684806e-007  
     759    1.606547    8.391096    4.186168   0.8355969   0.3140557  0.07078754  0.03556475  0.0007054126  7.725603e-007  
     760    1.605035    8.378445    4.180861   0.8350345   0.3139685  0.07080638  0.03558484  0.0007070373  7.766633e-007  
     761    1.603527    8.365828    4.175567   0.8344741   0.3138818  0.07082536  0.03560501  0.0007086671  7.807896e-007  
     762    1.602023    8.353243    4.170288   0.8339155   0.3137957  0.07084447  0.03562526  0.0007103021  7.849395e-007  
     763    1.600523     8.34069    4.165023   0.8333589   0.3137103  0.07086373  0.03564559  0.0007119423  7.891131e-007  
     764    1.599028    8.328171    4.159771    0.832804   0.3136254  0.07088313  0.03566599  0.0007135876  7.933106e-007  
     765    1.597537    8.315683    4.154534   0.8322511   0.3135412  0.07090267  0.03568648  0.0007152381  7.975319e-007  
     766     1.59605    8.303228     4.14931      0.8317   0.3134576  0.07092235  0.03570704  0.0007168938  8.017775e-007  
     767    1.594567    8.290805      4.1441   0.8311508   0.3133745  0.07094217  0.03572769  0.0007185548  8.060472e-007  
     768    1.593088    8.278414    4.138904   0.8306033   0.3132921  0.07096212  0.03574841  0.000720221  8.103414e-007  
     769    1.591613    8.266055    4.133721   0.8300578   0.3132102  0.07098222  0.03576921  0.0007218924  8.146601e-007  
     770    1.590142    8.253728    4.128553    0.829514    0.313129  0.07100246  0.03579009  0.0007235691  8.190035e-007  
     771    1.588676    8.241432    4.123397   0.8289721   0.3130483  0.07102283  0.03581105  0.0007252511  8.233717e-007  
     772    1.587213    8.229168    4.118256    0.828432   0.3129682  0.07104334  0.03583209  0.0007269384  8.277649e-007  
     773    1.585755    8.216936    4.113127   0.8278937   0.3128887    0.071064  0.03585321  0.000728631  8.321832e-007  
     774      1.5843    8.204734    4.108013   0.8273572   0.3128098  0.07108479   0.0358744  0.000730329  8.366268e-007  
     775     1.58285    8.192564    4.102911   0.8268225   0.3127315  0.07110571  0.03589568  0.0007320323  8.410958e-007  
