Results for well: PROD_Seg.out in the reservoir: PROD_Seg.out

t	BHP	q(Gas)	q(Oil)
days	psi	Mscf/d	stb/d
0         	0         	-         	0         	0         	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	X[0]	X[1]	X[2]	
Seg 24	933.927	85.4	0.087483	0.0325138	0.0549691	0	0.0639471	0.936053	0		0.958538	0.0407976	0.000664109	0.245181	0.116511	0.638308	
Seg 25	942.84	85.4	0.0868263	0.0318003	0.055026	0	0.0630225	0.936978	0		0.958676	0.0406524	0.000671194	0.24718	0.116331	0.636489	
Seg 26	951.758	85.4	0.0861831	0.0311002	0.0550829	0	0.0621054	0.937895	0		0.958811	0.0405106	0.00067841	0.249173	0.11615	0.634677	
Seg 27	960.679	85.4	0.0855533	0.0304133	0.05514	0	0.0611956	0.938804	0		0.958942	0.0403722	0.000685756	0.25116	0.115968	0.632872	
Seg 28	969.604	85.4	0.0849363	0.0297392	0.0551972	0	0.0602928	0.939707	0		0.95907	0.0402372	0.000693234	0.253141	0.115785	0.631074	
Seg 29	978.535	85.4	0.0843318	0.029081	0.0552508	0	0.0591851	0.940815	0		0.959194	0.0401053	0.000700847	0.255117	0.115601	0.629282	
Seg 30	987.472	85.4	0.0837394	0.0284309	0.0553085	0	0.0579793	0.942021	0		0.959315	0.0399766	0.000708597	0.257088	0.115416	0.627496	
Seg 31	996.415	85.4	0.0831586	0.0277924	0.0553662	0	0.056791	0.943209	0		0.959433	0.0398509	0.000716486	0.259054	0.11523	0.625716	
Seg 32	1005.36	85.4	0.0825893	0.0271652	0.0554241	0	0.05562	0.94438	0		0.959547	0.0397282	0.000724515	0.261015	0.115043	0.623942	
Seg 33	1014.32	85.4	0.0820312	0.0265491	0.0554821	0	0.0544658	0.945534	0		0.959659	0.0396084	0.000732685	0.26297	0.114856	0.622173	
Seg 34	1023.28	85.4	0.081484	0.0259438	0.0555402	0	0.0533281	0.946672	0		0.959767	0.0394915	0.000740997	0.264921	0.114668	0.620411	
Seg 35	1032.25	85.4	0.0809473	0.0253489	0.0555984	0	0.0522066	0.947793	0		0.959873	0.0393774	0.000749453	0.266866	0.114479	0.618655	
Seg 36	1041.22	85.4	0.0804211	0.0247643	0.0556568	0	0.0511007	0.948899	0		0.959976	0.039266	0.000758055	0.268806	0.11429	0.616905	
Seg 37	1050.19	85.4	0.0799049	0.0241896	0.0557153	0	0.0500103	0.94999	0		0.960076	0.0391574	0.000766804	0.27074	0.1141	0.61516	
Seg 38	1059.18	85.4	0.0793986	0.0236247	0.0557739	0	0.0489351	0.951065	0		0.960173	0.0390513	0.000775701	0.272669	0.113909	0.613421	
Seg 39	1068.16	85.4	0.0789019	0.0230693	0.0558326	0	0.0478745	0.952125	0		0.960267	0.0389478	0.000784747	0.274593	0.113718	0.611689	
Seg 40	1077.15	85.4	0.0784146	0.0225231	0.0558915	0	0.0468285	0.953172	0		0.960359	0.0388469	0.000793946	0.276512	0.113526	0.609962	
Seg 41	1086.15	85.4	0.0779365	0.021986	0.0559505	0	0.0457965	0.954203	0		0.960448	0.0387484	0.000803297	0.278425	0.113334	0.608241	
Seg 42	1095.15	85.4	0.0774674	0.0214578	0.0560096	0	0.0447784	0.955222	0		0.960535	0.0386523	0.000812803	0.280333	0.113142	0.606525	
Seg 43	1104.15	85.4	0.077007	0.0209381	0.0560689	0	0.0437739	0.956226	0		0.960619	0.0385586	0.000822464	0.282235	0.112949	0.604816	
Seg 44	1113.16	85.4	0.0765551	0.0204269	0.0561283	0	0.0427826	0.957217	0		0.9607	0.0384673	0.000832284	0.284132	0.112756	0.603112	
Seg 45	1122.17	85.4	0.0761116	0.0199238	0.0561878	0	0.0418043	0.958196	0		0.96078	0.0383782	0.000842263	0.286024	0.112562	0.601414	
Seg 46	1131.19	85.4	0.0756763	0.0194288	0.0562474	0	0.0408388	0.959161	0		0.960856	0.0382913	0.000852402	0.28791	0.112369	0.599721	
Seg 47	1140.21	85.4	0.0752489	0.0189417	0.0563072	0	0.0398856	0.960114	0		0.960931	0.0382067	0.000862705	0.289791	0.112175	0.598034	
Seg 48	1149.23	85.4	0.0748293	0.0184622	0.0563671	0	0.0389447	0.961055	0		0.961003	0.0381242	0.000873171	0.291666	0.111981	0.596353	
Seg 49	1158.26	85.4	0.0744173	0.0179902	0.0564271	0	0.0380157	0.961984	0		0.961072	0.0380437	0.000883804	0.293536	0.111786	0.594678	
Seg 50	1167.29	85.4	0.0740128	0.0175254	0.0564873	0	0.0370983	0.962902	0		0.96114	0.0379654	0.000894605	0.2954	0.111592	0.593008	


0.387499 0.101406 0.511095 0.387499 0.101406 0.511095 0.954139 0.0453264 0.000534726 0.197663 0.120194 0.682143 0.954389 0.0450719 0.000539073 0.199788 0.12006 0.680153 0.954633 0.0448234 0.000543536 0.201909 0.119922 0.678169 0.954871 0.0445811 0.000548112 0.204025 0.119782 0.676193 0.955102 0.0443447 0.0005528 0.206135 0.119639 0.674226 0.955328 0.0441142 0.000557602 0.20824 0.119493 0.672267 0.955548 0.0438892 0.000562518 0.21034 0.119344 0.670316 0.955763 0.0436698 0.000567547 0.212434 0.119193 0.668373 0.955972 0.0434556 0.000572691 0.214523 0.119039 0.666438 0.956175 0.0432467 0.000577951 0.216606 0.118884 0.66451 0.956374 0.0430428 0.000583326 0.218684 0.118726 0.662591 0.956567 0.0428439 0.000588818 0.220756 0.118565 0.660679 0.956756 0.0426497 0.000594427 0.222822 0.118403 0.658775 0.95694 0.0424602 0.000600155 0.224883 0.118239 0.656878 0.957119 0.0422753 0.000606001 0.226938 0.118073 0.654988 0.957293 0.0420947 0.000611966 0.228988 0.117906 0.653106 0.957463 0.0419185 0.000618052 0.231032 0.117737 0.651232 0.957629 0.0417466 0.00062426 0.23307 0.117566 0.649364 0.957791 0.0415787 0.00063059 0.235103 0.117393 0.647504 0.957948 0.0414148 0.000637043 0.23713 0.11722 0.645651 0.958101 0.0412549 0.000643621 0.239151 0.117044 0.643804 0.958251 0.0410988 0.000650323 0.241167 0.116868 0.641965 0.958396 0.0409464 0.000657153 0.243177 0.11669 0.640133 0.958538 0.0407976 0.000664109 0.245181 0.116511 0.638308 0.958676 0.0406524 0.000671194 0.24718 0.116331 0.636489 0.958811 0.0405106 0.00067841 0.249173 0.11615 0.634677 0.958942 0.0403722 0.000685756 0.25116 0.115968 0.632872 0.95907 0.0402372 0.000693234 0.253141 0.115785 0.631074 0.959194 0.0401053 0.000700847 0.255117 0.115601 0.629282 0.959315 0.0399766 0.000708597 0.257088 0.115416 0.627496 0.959433 0.0398509 0.000716486 0.259054 0.11523 0.625716 0.959547 0.0397282 0.000724515 0.261015 0.115043 0.623942 0.959659 0.0396084 0.000732685 0.26297 0.114856 0.622173 0.959767 0.0394915 0.000740997 0.264921 0.114668 0.620411 0.959873 0.0393774 0.000749453 0.266866 0.114479 0.618655 0.959976 0.039266 0.000758055 0.268806 0.11429 0.616905 0.960076 0.0391574 0.000766804 0.27074 0.1141 0.61516 0.960173 0.0390513 0.000775701 0.272669 0.113909 0.613421 0.960267 0.0389478 0.000784747 0.274593 0.113718 0.611689 0.960359 0.0388469 0.000793946 0.276512 0.113526 0.609962 0.960448 0.0387484 0.000803297 0.278425 0.113334 0.608241 0.960535 0.0386523 0.000812803 0.280333 0.113142 0.606525 0.960619 0.0385586 0.000822464 0.282235 0.112949 0.604816 0.9607 0.0384673 0.000832284 0.284132 0.112756 0.603112 0.96078 0.0383782 0.000842263 0.286024 0.112562 0.601414 0.960856 0.0382913 0.000852402 0.28791 0.112369 0.599721 0.960931 0.0382067 0.000862705 0.289791 0.112175 0.598034 0.961003 0.0381242 0.000873171 0.291666 0.111981 0.596353 0.961072 0.0380437 0.000883804 0.293536 0.111786 0.594678 0.96114 0.0379654 0.000894605 0.2954 0.111592 0.593008 341.825   	725.189   	85.4      	2.92484   	512.623   	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	X[0]	X[1]	X[2]	
Seg 0	725.189	85.4	0.652311	0.652311	0	0	1	0	0		0.387608	0.101394	0.510998	0.387608	0.101394	0.510998	
Seg 1	730.25	85.4	0.106975	0.0535621	0.0534125	0	0.500699	0.499301	0		0.95414	0.0453258	0.000534726	0.197663	0.120192	0.682145	
Seg 2	739.037	85.4	0.105866	0.0523854	0.0534806	0	0.0874242	0.912576	0		0.95439	0.0450712	0.000539073	0.199788	0.120058	0.680154	
Seg 3	747.838	85.4	0.104784	0.051249	0.0535348	0	0.0853307	0.914669	0		0.954634	0.0448227	0.000543537	0.201909	0.119921	0.67817	
Seg 4	756.646	85.4	0.103728	0.0501388	0.0535894	0	0.0841904	0.91581	0		0.954871	0.0445804	0.000548114	0.204026	0.11978	0.676194	
Seg 5	765.461	85.4	0.102699	0.0490544	0.0536442	0	0.0830647	0.916935	0		0.955103	0.044344	0.000552804	0.206137	0.119637	0.674226	
Seg 6	774.281	85.4	0.101694	0.0479948	0.0536991	0	0.0819521	0.918048	0		0.955329	0.0441134	0.000557606	0.208242	0.119491	0.672267	
Seg 7	783.107	85.4	0.100713	0.0469592	0.053754	0	0.0808522	0.919148	0		0.955549	0.0438885	0.000562523	0.210342	0.119342	0.670315	
Seg 8	791.94	85.4	0.0997559	0.0459469	0.053809	0	0.0797647	0.920235	0		0.955763	0.043669	0.000567553	0.212437	0.119191	0.668372	
Seg 9	800.778	85.4	0.0988212	0.0449571	0.053864	0	0.0786892	0.921311	0		0.955972	0.0434548	0.000572699	0.214526	0.119038	0.666436	
Seg 10	809.622	85.4	0.0979083	0.0439891	0.0539192	0	0.0776254	0.922375	0		0.956176	0.0432459	0.000577959	0.216609	0.118882	0.664509	
Seg 11	818.471	85.4	0.0970166	0.0430422	0.0539744	0	0.076573	0.923427	0		0.956375	0.043042	0.000583336	0.218687	0.118724	0.662589	
Seg 12	827.326	85.4	0.0961455	0.0421157	0.0540298	0	0.0755317	0.924468	0		0.956568	0.042843	0.000588829	0.22076	0.118564	0.660676	
Seg 13	836.186	85.4	0.0952942	0.041209	0.0540852	0	0.0745011	0.925499	0		0.956757	0.0426489	0.00059444	0.222826	0.118402	0.658772	
Seg 14	845.051	85.4	0.0944622	0.0403215	0.0541407	0	0.0734809	0.926519	0		0.95694	0.0424594	0.000600168	0.224888	0.118238	0.656874	
Seg 15	853.921	85.4	0.0936489	0.0394526	0.0541963	0	0.0724709	0.927529	0		0.95712	0.0422744	0.000606015	0.226943	0.118072	0.654985	
Seg 16	862.796	85.4	0.0928537	0.0386018	0.054252	0	0.0714709	0.928529	0		0.957294	0.0420939	0.000611982	0.228993	0.117904	0.653102	
Seg 17	871.676	85.4	0.0920762	0.0377684	0.0543078	0	0.0704804	0.92952	0		0.957464	0.0419177	0.00061807	0.231038	0.117735	0.651227	
Seg 18	880.561	85.4	0.0913157	0.036952	0.0543636	0	0.0694993	0.930501	0		0.95763	0.0417457	0.000624279	0.233076	0.117564	0.64936	
Seg 19	889.45	85.4	0.0905718	0.0361522	0.0544196	0	0.0685274	0.931473	0		0.957792	0.0415778	0.00063061	0.235109	0.117392	0.647499	
Seg 20	898.343	85.4	0.089844	0.0353683	0.0544757	0	0.0675642	0.932436	0		0.957949	0.041414	0.000637065	0.237137	0.117218	0.645645	
Seg 21	907.241	85.4	0.0891318	0.0345999	0.0545319	0	0.0666097	0.93339	0		0.958102	0.041254	0.000643643	0.239158	0.117043	0.643799	
Seg 22	916.144	85.4	0.0884348	0.0338467	0.0545881	0	0.0656636	0.934336	0		0.958252	0.0410979	0.000650348	0.241174	0.116866	0.641959	
Seg 23	925.05	85.4	0.0877526	0.0331081	0.0546445	0	0.0647256	0.935274	0		0.958397	0.0409455	0.000657178	0.243184	0.116689	0.640127	
Seg 24	933.961	85.4	0.0870847	0.0323838	0.054701	0	0.0637956	0.936204	0		0.958539	0.0407967	0.000664136	0.245189	0.11651	0.638301	
Seg 25	942.876	85.4	0.0864308	0.0316733	0.0547576	0	0.0628732	0.937127	0		0.958677	0.0406515	0.000671223	0.247188	0.11633	0.636483	
Seg 26	951.795	85.4	0.0857905	0.0309763	0.0548142	0	0.0619584	0.938042	0		0.958812	0.0405098	0.00067844	0.249181	0.116149	0.634671	
Seg 27	960.717	85.4	0.0851634	0.0302923	0.054871	0	0.0610508	0.938949	0		0.958943	0.0403714	0.000685787	0.251168	0.115967	0.632865	
Seg 28	969.643	85.4	0.0845491	0.0296211	0.0549279	0	0.0601503	0.93985	0		0.95907	0.0402364	0.000693267	0.25315	0.115783	0.631067	
Seg 29	978.576	85.4	0.0839472	0.0289655	0.0549817	0	0.0589935	0.941006	0		0.959195	0.0401045	0.000700882	0.255126	0.115599	0.629274	
Seg 30	987.514	85.4	0.0833572	0.0283182	0.055039	0	0.057792	0.942208	0		0.959316	0.0399758	0.000708635	0.257098	0.115414	0.627488	
Seg 31	996.459	85.4	0.082779	0.0276825	0.0550965	0	0.0566079	0.943392	0		0.959433	0.0398501	0.000716526	0.259064	0.115229	0.625707	
Seg 32	1005.41	85.4	0.0822121	0.027058	0.0551541	0	0.055441	0.944559	0		0.959548	0.0397274	0.000724556	0.261025	0.115042	0.623933	
Seg 33	1014.37	85.4	0.0816564	0.0264446	0.0552118	0	0.0542909	0.945709	0		0.95966	0.0396076	0.000732728	0.262981	0.114855	0.622165	
Seg 34	1023.33	85.4	0.0811115	0.0258419	0.0552697	0	0.0531572	0.946843	0		0.959768	0.0394907	0.000741043	0.264931	0.114666	0.620402	
Seg 35	1032.3	85.4	0.0805772	0.0252496	0.0553276	0	0.0520396	0.94796	0		0.959874	0.0393766	0.000749501	0.266877	0.114478	0.618646	
Seg 36	1041.27	85.4	0.0800532	0.0246675	0.0553857	0	0.0509378	0.949062	0		0.959977	0.0392652	0.000758105	0.268817	0.114288	0.616895	
Seg 37	1050.25	85.4	0.0795393	0.0240954	0.0554439	0	0.0498513	0.950149	0		0.960077	0.0391566	0.000766856	0.270752	0.114098	0.61515	
Seg 38	1059.23	85.4	0.0790352	0.0235329	0.0555023	0	0.0487799	0.95122	0		0.960174	0.0390505	0.000775755	0.272681	0.113908	0.613411	
Seg 39	1068.22	85.4	0.0785407	0.0229799	0.0555607	0	0.0477232	0.952277	0		0.960268	0.0389471	0.000784804	0.274605	0.113716	0.611678	
Seg 40	1077.21	85.4	0.0780555	0.0224362	0.0556193	0	0.0466809	0.953319	0		0.96036	0.0388461	0.000794004	0.276524	0.113525	0.609951	
Seg 41	1086.21	85.4	0.0775795	0.0219014	0.055678	0	0.0456527	0.954347	0		0.960449	0.0387476	0.000803358	0.278437	0.113333	0.60823	
Seg 42	1095.21	85.4	0.0771124	0.0213755	0.0557369	0	0.0446384	0.955362	0		0.960536	0.0386516	0.000812865	0.280345	0.11314	0.606514	
Seg 43	1104.21	85.4	0.076654	0.0208581	0.0557959	0	0.0436375	0.956362	0		0.96062	0.0385579	0.000822529	0.282248	0.112947	0.604805	
Seg 44	1113.22	85.4	0.0762041	0.0203491	0.055855	0	0.0426499	0.95735	0		0.960701	0.0384666	0.000832351	0.284145	0.112754	0.603101	
Seg 45	1122.24	85.4	0.0757625	0.0198483	0.0559142	0	0.0416752	0.958325	0		0.96078	0.0383775	0.000842332	0.286037	0.112561	0.601402	
Seg 46	1131.25	85.4	0.0753291	0.0193555	0.0559736	0	0.0407132	0.959287	0		0.960857	0.0382906	0.000852474	0.287923	0.112367	0.59971	
Seg 47	1140.27	85.4	0.0749035	0.0188705	0.0560331	0	0.0397636	0.960236	0		0.960931	0.038206	0.000862779	0.289804	0.112173	0.598023	
Seg 48	1149.3	85.4	0.0744858	0.0183931	0.0560927	0	0.0388261	0.961174	0		0.961003	0.0381235	0.000873248	0.29168	0.111979	0.596341	
Seg 49	1158.33	85.4	0.0740756	0.0179232	0.0561524	0	0.0379005	0.962099	0		0.961073	0.0380431	0.000883883	0.29355	0.111784	0.594666	
Seg 50	1167.36	85.4	0.0736728	0.0174605	0.0562123	0	0.0369866	0.963013	0		0.961141	0.0379647	0.000894686	0.295414	0.11159	0.592996	


0.387608 0.101394 0.510998 0.387608 0.101394 0.510998 0.95414 0.0453258 0.000534726 0.197663 0.120192 0.682145 0.95439 0.0450712 0.000539073 0.199788 0.120058 0.680154 0.954634 0.0448227 0.000543537 0.201909 0.119921 0.67817 0.954871 0.0445804 0.000548114 0.204026 0.11978 0.676194 0.955103 0.044344 0.000552804 0.206137 0.119637 0.674226 0.955329 0.0441134 0.000557606 0.208242 0.119491 0.672267 0.955549 0.0438885 0.000562523 0.210342 0.119342 0.670315 0.955763 0.043669 0.000567553 0.212437 0.119191 0.668372 0.955972 0.0434548 0.000572699 0.214526 0.119038 0.666436 0.956176 0.0432459 0.000577959 0.216609 0.118882 0.664509 0.956375 0.043042 0.000583336 0.218687 0.118724 0.662589 0.956568 0.042843 0.000588829 0.22076 0.118564 0.660676 0.956757 0.0426489 0.00059444 0.222826 0.118402 0.658772 0.95694 0.0424594 0.000600168 0.224888 0.118238 0.656874 0.95712 0.0422744 0.000606015 0.226943 0.118072 0.654985 0.957294 0.0420939 0.000611982 0.228993 0.117904 0.653102 0.957464 0.0419177 0.00061807 0.231038 0.117735 0.651227 0.95763 0.0417457 0.000624279 0.233076 0.117564 0.64936 0.957792 0.0415778 0.00063061 0.235109 0.117392 0.647499 0.957949 0.041414 0.000637065 0.237137 0.117218 0.645645 0.958102 0.041254 0.000643643 0.239158 0.117043 0.643799 0.958252 0.0410979 0.000650348 0.241174 0.116866 0.641959 0.958397 0.0409455 0.000657178 0.243184 0.116689 0.640127 0.958539 0.0407967 0.000664136 0.245189 0.11651 0.638301 0.958677 0.0406515 0.000671223 0.247188 0.11633 0.636483 0.958812 0.0405098 0.00067844 0.249181 0.116149 0.634671 0.958943 0.0403714 0.000685787 0.251168 0.115967 0.632865 0.95907 0.0402364 0.000693267 0.25315 0.115783 0.631067 0.959195 0.0401045 0.000700882 0.255126 0.115599 0.629274 0.959316 0.0399758 0.000708635 0.257098 0.115414 0.627488 0.959433 0.0398501 0.000716526 0.259064 0.115229 0.625707 0.959548 0.0397274 0.000724556 0.261025 0.115042 0.623933 0.95966 0.0396076 0.000732728 0.262981 0.114855 0.622165 0.959768 0.0394907 0.000741043 0.264931 0.114666 0.620402 0.959874 0.0393766 0.000749501 0.266877 0.114478 0.618646 0.959977 0.0392652 0.000758105 0.268817 0.114288 0.616895 0.960077 0.0391566 0.000766856 0.270752 0.114098 0.61515 0.960174 0.0390505 0.000775755 0.272681 0.113908 0.613411 0.960268 0.0389471 0.000784804 0.274605 0.113716 0.611678 0.96036 0.0388461 0.000794004 0.276524 0.113525 0.609951 0.960449 0.0387476 0.000803358 0.278437 0.113333 0.60823 0.960536 0.0386516 0.000812865 0.280345 0.11314 0.606514 0.96062 0.0385579 0.000822529 0.282248 0.112947 0.604805 0.960701 0.0384666 0.000832351 0.284145 0.112754 0.603101 0.96078 0.0383775 0.000842332 0.286037 0.112561 0.601402 0.960857 0.0382906 0.000852474 0.287923 0.112367 0.59971 0.960931 0.038206 0.000862779 0.289804 0.112173 0.598023 0.961003 0.0381235 0.000873248 0.29168 0.111979 0.596341 0.961073 0.0380431 0.000883883 0.29355 0.111784 0.594666 0.961141 0.0379647 0.000894686 0.295414 0.11159 0.592996 344.825   	725.189   	85.4      	2.91282   	510.126   	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	X[0]	X[1]	X[2]	
Seg 0	725.189	85.4	0.649191	0.649191	0	0	1	0	0		0.387718	0.101381	0.510901	0.387718	0.101381	0.510901	
Seg 1	730.249	85.4	0.106494	0.0533421	0.0531519	0	0.500893	0.499107	0		0.95414	0.0453251	0.000534725	0.197662	0.12019	0.682147	
Seg 2	739.037	85.4	0.10539	0.0521699	0.05322	0	0.0872181	0.912782	0		0.95439	0.0450706	0.000539074	0.199788	0.120056	0.680156	
Seg 3	747.84	85.4	0.104312	0.0510384	0.0532739	0	0.0851297	0.91487	0		0.954634	0.0448221	0.000543539	0.20191	0.119919	0.678171	
Seg 4	756.65	85.4	0.103261	0.0499329	0.0533284	0	0.0839918	0.916008	0		0.954872	0.0445797	0.000548116	0.204027	0.119779	0.676195	
Seg 5	765.466	85.4	0.102236	0.0488531	0.0533829	0	0.0828686	0.917131	0		0.955104	0.0443433	0.000552807	0.206138	0.119635	0.674227	
Seg 6	774.288	85.4	0.101235	0.0477979	0.0534375	0	0.0817584	0.918242	0		0.95533	0.0441127	0.00055761	0.208244	0.119489	0.672267	
Seg 7	783.116	85.4	0.100259	0.0467668	0.0534921	0	0.0806609	0.919339	0		0.95555	0.0438877	0.000562528	0.210344	0.119341	0.670315	
Seg 8	791.95	85.4	0.0993056	0.0457588	0.0535468	0	0.0795758	0.920424	0		0.955764	0.0436682	0.00056756	0.212439	0.11919	0.668371	
Seg 9	800.79	85.4	0.0983748	0.0447732	0.0536017	0	0.0785027	0.921497	0		0.955973	0.043454	0.000572706	0.214529	0.119036	0.666435	
Seg 10	809.636	85.4	0.0974658	0.0438093	0.0536565	0	0.0774413	0.922559	0		0.956177	0.0432451	0.000577968	0.216613	0.11888	0.664507	
Seg 11	818.487	85.4	0.0965779	0.0428664	0.0537115	0	0.0763913	0.923609	0		0.956375	0.0430412	0.000583345	0.218691	0.118722	0.662587	
Seg 12	827.343	85.4	0.0957105	0.0419439	0.0537666	0	0.0753523	0.924648	0		0.956569	0.0428422	0.00058884	0.220764	0.118562	0.660674	
Seg 13	836.204	85.4	0.0948628	0.0410411	0.0538217	0	0.0743241	0.925676	0		0.956758	0.042648	0.000594451	0.222831	0.1184	0.658769	
Seg 14	845.071	85.4	0.0940344	0.0401574	0.053877	0	0.0733063	0.926694	0		0.956941	0.0424585	0.000600181	0.224892	0.118236	0.656871	
Seg 15	853.943	85.4	0.0932245	0.0392922	0.0539323	0	0.0722986	0.927701	0		0.95712	0.0422736	0.00060603	0.226948	0.11807	0.654981	
Seg 16	862.819	85.4	0.0924328	0.038445	0.0539877	0	0.0713009	0.928699	0		0.957295	0.042093	0.000611998	0.228999	0.117903	0.653099	
Seg 17	871.701	85.4	0.0916585	0.0376153	0.0540432	0	0.0703128	0.929687	0		0.957465	0.0419168	0.000618087	0.231043	0.117734	0.651223	
Seg 18	880.587	85.4	0.0909013	0.0368024	0.0540988	0	0.069334	0.930666	0		0.957631	0.0417449	0.000624297	0.233082	0.117563	0.649355	
Seg 19	889.477	85.4	0.0901606	0.036006	0.0541545	0	0.0683643	0.931636	0		0.957792	0.041577	0.00063063	0.235115	0.11739	0.647494	
Seg 20	898.372	85.4	0.0894359	0.0352255	0.0542103	0	0.0674035	0.932597	0		0.95795	0.0414131	0.000637086	0.237143	0.117217	0.64564	
Seg 21	907.272	85.4	0.0887267	0.0344605	0.0542662	0	0.0664513	0.933549	0		0.958103	0.0412532	0.000643666	0.239165	0.117041	0.643794	
Seg 22	916.175	85.4	0.0880328	0.0337105	0.0543222	0	0.0655074	0.934493	0		0.958253	0.0410971	0.000650372	0.241181	0.116865	0.641954	
Seg 23	925.083	85.4	0.0873535	0.0329751	0.0543783	0	0.0645717	0.935428	0		0.958398	0.0409447	0.000657204	0.243192	0.116687	0.640121	
Seg 24	933.995	85.4	0.0866885	0.0322539	0.0544345	0	0.0636439	0.936356	0		0.95854	0.0407959	0.000664163	0.245197	0.116508	0.638295	
Seg 25	942.911	85.4	0.0860374	0.0315466	0.0544909	0	0.0627238	0.937276	0		0.958678	0.0406507	0.000671252	0.247196	0.116328	0.636476	
Seg 26	951.831	85.4	0.0853998	0.0308526	0.0545473	0	0.0618112	0.938189	0		0.958813	0.0405089	0.00067847	0.249189	0.116147	0.634664	
Seg 27	960.755	85.4	0.0847754	0.0301716	0.0546038	0	0.0609059	0.939094	0		0.958944	0.0403706	0.000685819	0.251177	0.115965	0.632858	
Seg 28	969.683	85.4	0.0841638	0.0295051	0.0546587	0	0.0600103	0.93999	0		0.959071	0.0402355	0.0006933	0.253159	0.115782	0.63106	
Seg 29	978.616	85.4	0.0835644	0.0288507	0.0547138	0	0.058803	0.941197	0		0.959195	0.0401037	0.000700917	0.255135	0.115598	0.629267	
Seg 30	987.557	85.4	0.082977	0.0282062	0.0547708	0	0.0576055	0.942394	0		0.959316	0.0399749	0.000708672	0.257107	0.115413	0.62748	
Seg 31	996.503	85.4	0.0824012	0.0275732	0.0548281	0	0.0564256	0.943574	0		0.959434	0.0398493	0.000716565	0.259074	0.115227	0.625699	
Seg 32	1005.46	85.4	0.0818368	0.0269515	0.0548854	0	0.0552628	0.944737	0		0.959549	0.0397266	0.000724597	0.261035	0.11504	0.623925	
Seg 33	1014.41	85.4	0.0812835	0.0263407	0.0549428	0	0.0541168	0.945883	0		0.95966	0.0396068	0.000732771	0.262991	0.114853	0.622156	
Seg 34	1023.38	85.4	0.080741	0.0257406	0.0550004	0	0.0529872	0.947013	0		0.959769	0.0394899	0.000741088	0.264942	0.114665	0.620393	
Seg 35	1032.35	85.4	0.080209	0.0251509	0.0550581	0	0.0518736	0.948126	0		0.959875	0.0393758	0.000749548	0.266888	0.114476	0.618636	
Seg 36	1041.32	85.4	0.0796872	0.0245713	0.0551159	0	0.0507757	0.949224	0		0.959977	0.0392644	0.000758154	0.268828	0.114287	0.616886	
Seg 37	1050.3	85.4	0.0791755	0.0240017	0.0551738	0	0.0496931	0.950307	0		0.960077	0.0391558	0.000766907	0.270763	0.114097	0.615141	
Seg 38	1059.28	85.4	0.0786736	0.0234417	0.0552319	0	0.0486256	0.951374	0		0.960174	0.0390497	0.000775808	0.272693	0.113906	0.613401	
Seg 39	1068.27	85.4	0.0781812	0.0228911	0.0552901	0	0.0475727	0.952427	0		0.960269	0.0389463	0.00078486	0.274617	0.113715	0.611668	
Seg 40	1077.27	85.4	0.0776982	0.0223498	0.0553484	0	0.0465342	0.953466	0		0.960361	0.0388454	0.000794062	0.276536	0.113523	0.609941	
Seg 41	1086.26	85.4	0.0772242	0.0218174	0.0554068	0	0.0455097	0.95449	0		0.96045	0.0387469	0.000803418	0.278449	0.113331	0.608219	
Seg 42	1095.27	85.4	0.0767591	0.0212937	0.0554654	0	0.0444991	0.955501	0		0.960536	0.0386509	0.000812928	0.280358	0.113139	0.606504	
Seg 43	1104.27	85.4	0.0763027	0.0207786	0.0555241	0	0.0435019	0.956498	0		0.96062	0.0385572	0.000822594	0.282261	0.112946	0.604794	
Seg 44	1113.28	85.4	0.0758548	0.0202719	0.0555829	0	0.0425179	0.957482	0		0.960702	0.0384658	0.000832418	0.284158	0.112753	0.603089	
Seg 45	1122.3	85.4	0.0754152	0.0197733	0.0556419	0	0.0415468	0.958453	0		0.960781	0.0383768	0.000842401	0.28605	0.112559	0.601391	
Seg 46	1131.32	85.4	0.0749836	0.0192826	0.055701	0	0.0405883	0.959412	0		0.960858	0.0382899	0.000852545	0.287936	0.112365	0.599698	
Seg 47	1140.34	85.4	0.0745599	0.0187998	0.0557602	0	0.0396422	0.960358	0		0.960932	0.0382053	0.000862852	0.289818	0.112171	0.598011	
Seg 48	1149.36	85.4	0.074144	0.0183245	0.0558195	0	0.0387082	0.961292	0		0.961004	0.0381228	0.000873323	0.291693	0.111977	0.59633	
Seg 49	1158.39	85.4	0.0737356	0.0178566	0.055879	0	0.0377861	0.962214	0		0.961074	0.0380424	0.000883961	0.293563	0.111783	0.594654	
Seg 50	1167.42	85.4	0.0733346	0.017396	0.0559386	0	0.0368756	0.963124	0		0.961141	0.0379641	0.000894766	0.295428	0.111588	0.592984	


